user,item,label,time
3681,6,1.0,966355624
1937,1291,1.0,974706586
774,589,1.0,975438609
3200,3684,1.0,968717594
4408,58,1.0,965155768
1599,661,0.0,974733907
3822,2894,0.0,971466624
1112,3254,0.0,974950214
4793,318,1.0,963434320
2417,1197,1.0,974242871
321,1998,0.0,976417033
4725,2344,0.0,963369405
1873,1597,1.0,974814331
5426,1704,1.0,960098659
3807,2548,1.0,965967203
3183,2947,1.0,968728787
3474,1225,1.0,967133157
4979,1221,1.0,962598301
5996,2718,1.0,976548278
2180,2089,0.0,974611276
2215,1275,1.0,974600646
5812,1103,1.0,992071091
2114,1288,1.0,975103988
3920,2598,1.0,965729909
3206,2428,1.0,968561045
3401,2712,0.0,980118589
5512,1721,1.0,959712027
3824,2605,1.0,997468657
3182,1091,0.0,968779289
4540,3396,1.0,964674247
2888,832,1.0,972063003
195,725,1.0,980698239
1544,3471,1.0,974742830
1786,3751,1.0,975388088
4048,1527,1.0,965498265
5045,2289,1.0,962503580
743,3051,0.0,975625367
2891,2690,1.0,972009319
791,1920,1.0,981767635
1038,3035,1.0,974988687
4126,1805,1.0,1023563199
4222,3834,0.0,965315199
627,2968,1.0,975783241
5845,2390,1.0,957799034
3752,2248,1.0,966120813
5841,910,1.0,957871567
3648,504,0.0,994802445
624,1251,1.0,1022366565
2643,1304,1.0,973562881
5795,3061,1.0,958150760
5344,3100,1.0,960678655
1960,2657,0.0,974687621
2565,1282,0.0,973967723
518,1894,0.0,980870836
238,1093,1.0,976767115
5126,708,1.0,962155599
3778,1920,0.0,966044930
1142,2011,1.0,996808590
1805,733,1.0,974734694
3117,2751,1.0,969400579
4388,3809,1.0,965165150
4271,1722,1.0,965309584
4040,50,1.0,965505020
3340,1659,1.0,976916388
3945,2139,1.0,965693833
1128,1306,1.0,974904975
2421,1374,1.0,974238113
4451,3521,1.0,965087497
764,1196,1.0,975453611
3657,474,1.0,966447621
3884,2580,1.0,965814452
3934,2860,0.0,965706684
5591,608,1.0,969840394
1465,3244,1.0,974766186
4358,1345,0.0,965187707
3693,1399,0.0,966358998
858,1653,1.0,975345080
5764,648,1.0,958186529
2110,589,1.0,974650043
637,1947,1.0,975739421
3311,2572,1.0,967958601
4425,3707,1.0,965112253
1182,1208,1.0,974917843
2737,34,1.0,973225955
3669,2871,1.0,966466433
3751,265,1.0,966130708
2611,3471,1.0,973795727
5333,3244,1.0,997083772
62,3244,1.0,977968848
1714,3253,1.0,974707527
4114,1488,1.0,965365085
4312,1291,1.0,965259409
4345,266,1.0,966268417
2699,318,1.0,973306362
5492,2771,0.0,996709800
53,2264,0.0,977988596
2232,531,1.0,999916071
2304,728,1.0,974503085
2010,3175,1.0,974677354
163,2805,1.0,977322924
1164,858,1.0,977274264
349,1639,0.0,1021778280
5271,2259,0.0,961141302
801,1639,0.0,975400793
3681,2551,1.0,968951308
4161,3276,0.0,965338312
5459,2717,1.0,959910191
3799,1747,1.0,966007110
854,1569,1.0,975347667
1261,2907,1.0,974822578
4577,1982,1.0,964403675
2012,1240,1.0,974675952
4074,2173,1.0,965445807
3264,3812,1.0,968216093
601,1344,1.0,975879378
5567,586,0.0,959349793
1886,3952,1.0,974693183
4784,3264,1.0,970001474
2619,1262,1.0,973657974
3546,2019,1.0,966856713
5034,608,1.0,962559471
2596,17,1.0,973808377
438,1023,1.0,976249545
3859,1376,1.0,966019541
5433,2150,1.0,960243009
5558,1907,1.0,959390942
2861,2318,0.0,972503680
5246,2359,1.0,961375752
3505,926,1.0,966979873
3362,2355,1.0,967672546
3483,1225,1.0,967067070
481,3551,1.0,976218477
5114,3258,1.0,962686469
4596,1812,1.0,964223392
4771,26,1.0,963074155
53,2154,1.0,977988255
429,1248,1.0,976258091
4626,3791,1.0,964118133
4732,1688,1.0,963407286
4062,3717,1.0,965479891
461,2477,1.0,976231792
2039,150,1.0,974667559
2746,3363,1.0,973214303
1971,3408,1.0,974684920
2807,3527,0.0,972865619
1592,2015,1.0,974736274
5812,1947,1.0,957946717
1224,515,1.0,974838388
3618,1264,1.0,966597453
1381,318,1.0,974767651
2058,3354,1.0,974662171
4344,3395,1.0,965332462
65,1580,1.0,977888445
5447,587,1.0,959971352
830,260,1.0,975368248
3042,529,1.0,970251962
2771,555,0.0,973123423
5614,1247,1.0,959188333
4829,3555,1.0,982115380
5621,2001,0.0,959097998
4512,1960,1.0,964980200
3184,3112,1.0,968707767
4362,327,0.0,965187509
1941,3889,0.0,974948893
3378,2054,1.0,967757552
1897,356,1.0,976159042
638,2463,1.0,975731965
528,1246,1.0,976245896
1120,1059,1.0,975436511
4965,1518,1.0,962612307
687,1036,1.0,975690624
3884,2716,1.0,966020513
669,1824,1.0,975633842
4519,2748,0.0,964838020
3051,2724,1.0,970190493
2414,541,1.0,974245307
1331,2858,1.0,974951236
5623,3608,1.0,959093284
3827,349,1.0,966130894
5488,2692,1.0,969571405
58,1321,1.0,977937696
3557,2280,1.0,966829551
3693,150,1.0,966391203
2946,70,1.0,971273705
3013,2422,1.0,970512677
971,2,1.0,975112025
1069,273,0.0,974945079
4587,2706,1.0,973295057
3227,2124,0.0,969645886
4041,2088,1.0,965714498
1142,1270,1.0,996808590
5689,1961,1.0,958681550
3611,1537,1.0,966613380
5026,1747,1.0,962579240
5553,1949,1.0,959456975
187,1245,1.0,977077147
5958,3053,0.0,957065784
1053,2734,0.0,974952606
4224,2949,1.0,965315702
2589,1219,1.0,973864739
4574,1050,1.0,964446496
3817,2858,1.0,965949542
4213,1769,1.0,965839841
3624,440,1.0,966952316
1721,3248,0.0,974706272
3056,1616,1.0,970124873
710,1635,1.0,975735678
3675,2707,1.0,966365960
1224,3256,1.0,975249298
3274,2117,1.0,979767165
1019,2463,1.0,975351780
4918,1077,1.0,966908611
5132,1247,1.0,1036270148
4726,356,1.0,963986315
3611,480,0.0,966609135
4078,3251,1.0,965603810
3562,3809,0.0,966786387
3971,50,0.0,970452358
115,2011,1.0,977501165
1943,1259,1.0,974768100
2265,3702,1.0,974581915
4085,2190,1.0,965453147
2484,246,1.0,974149186
4948,3342,1.0,962649825
5301,1911,0.0,960974708
4489,519,0.0,965010895
1495,3439,0.0,974764859
4918,41,1.0,962675156
1010,1036,1.0,975228704
3033,2628,1.0,970290345
216,1271,0.0,976870439
4823,2942,0.0,979077115
1995,3827,1.0,974682438
2485,144,1.0,974143893
4592,2836,1.0,964302494
4356,3035,1.0,965190516
3934,414,0.0,965706886
4094,3534,1.0,980109370
6011,592,1.0,956784279
3718,1961,1.0,966264949
4089,339,1.0,965429685
3689,370,0.0,966313541
4465,3720,1.0,993873539
4006,3361,1.0,965553284
4083,2177,1.0,965437367
2947,1704,1.0,1037740142
4227,3253,0.0,965318219
3842,3135,0.0,965910720
3380,1256,1.0,967673094
2609,2067,1.0,973727121
1764,1461,1.0,974709546
3992,3844,1.0,965594061
3619,3186,1.0,966585343
1425,1247,1.0,975085939
4299,381,1.0,965269864
1611,1981,0.0,975827943
3718,3608,1.0,966265418
5611,110,1.0,959179680
3742,2916,1.0,966144086
3205,1805,1.0,968566355
4269,1244,1.0,965302224
4796,2468,1.0,962984650
1141,1876,1.0,974876976
1609,2243,1.0,974732906
235,920,1.0,983248218
1609,2002,1.0,974742588
5011,491,1.0,962592007
5265,3462,1.0,961220270
3367,154,1.0,970081192
331,2027,1.0,979854939
2360,2406,1.0,974516712
4302,371,1.0,965268767
5757,3253,0.0,958259840
1880,783,0.0,974697677
1063,1201,1.0,980644521
3131,1952,1.0,969235162
4567,2692,1.0,964485956
3528,3696,0.0,966900650
2752,2248,1.0,973195967
960,1208,1.0,975122607
528,3033,1.0,980042569
80,1588,1.0,977789439
5000,2105,1.0,962596716
4248,2081,1.0,965310118
5269,858,1.0,961167980
4277,1264,1.0,965647166
1292,1327,1.0,974788993
3183,2846,1.0,968727995
5312,2115,1.0,962157332
1117,2252,0.0,975693811
2180,3593,1.0,974608959
4122,1385,1.0,965360751
2230,2431,1.0,974599268
2530,1722,0.0,974054160
5980,2762,1.0,956942928
2589,453,1.0,973865271
3058,597,1.0,970593887
1284,3005,1.0,974842504
5539,661,1.0,968774424
1168,1729,1.0,974934551
4368,3418,1.0,965183225
3935,2126,1.0,965754961
1807,1584,1.0,974741543
1835,3360,1.0,974696410
4909,3361,1.0,962682575
930,733,1.0,975189934
4834,3429,1.0,996423092
3940,2289,1.0,965696790
5888,1187,1.0,957535632
2456,2146,0.0,974183023
5296,318,1.0,965651962
5282,3053,0.0,961095613
968,2359,1.0,975115019
2883,1517,1.0,972268132
889,3678,1.0,975255215
3292,1527,1.0,968096826
4238,919,1.0,965421844
4790,2314,1.0,970350855
1926,1939,1.0,974769720
1328,736,0.0,974995578
3762,3703,1.0,966093407
1001,1471,0.0,976411225
4509,3766,1.0,964979028
510,110,1.0,976205875
1412,2683,0.0,974761857
134,737,0.0,978038148
533,1784,1.0,976296202
1284,1498,1.0,974841425
4837,2055,0.0,962897154
5775,2918,1.0,958165756
4242,1431,1.0,965311902
5329,2890,1.0,960838518
4139,3766,0.0,965347863
4033,2394,1.0,965526635
1746,1371,1.0,974703991
2878,608,1.0,972364010
3412,3471,1.0,1031067855
1176,1294,1.0,974857098
678,2915,1.0,978703103
2195,1911,1.0,989113729
3726,1028,1.0,966218361
4802,952,1.0,978959446
1179,3406,1.0,974868482
3546,3418,1.0,967022280
3823,2628,1.0,965945084
3311,1729,0.0,977128243
3000,2140,0.0,970620874
1968,1394,1.0,974687505
5399,3593,0.0,960292880
28,2321,1.0,978126422
5193,1198,1.0,961702829
1989,648,1.0,974682779
3999,2036,1.0,965574862
3024,3519,1.0,970470728
1465,165,1.0,974758582
3824,111,1.0,991943116
2907,1427,1.0,971838839
187,492,1.0,977234356
3536,2995,0.0,966885057
1680,118,1.0,974838315
3942,2529,1.0,965691824
601,2707,1.0,975887369
3993,3146,1.0,965595846
5782,3408,1.0,973875378
3370,1210,1.0,967606527
4725,362,0.0,963375798
2909,3623,1.0,971971176
3624,2138,1.0,966562303
4165,3083,1.0,965334419
3693,2252,1.0,966357036
5172,2027,1.0,1027203951
1029,2857,1.0,993323731
5565,2054,1.0,1000928666
5153,1290,1.0,961972292
2078,3526,1.0,974659269
1150,3513,0.0,974869395
2847,1653,0.0,972517028
736,1704,1.0,1045710427
1263,1476,1.0,974820954
2856,2384,0.0,972505984
3128,785,1.0,969286837
2625,3930,1.0,973633011
1912,3200,0.0,1009443772
2693,953,1.0,973319222
3497,2827,1.0,967094813
2887,3502,1.0,972192117
3259,1007,1.0,968277760
4153,1687,1.0,965339807
5204,7,1.0,961631894
4107,2144,1.0,965689300
3675,3686,1.0,966368635
3464,1921,0.0,967174680
4946,1224,1.0,962760825
3331,480,1.0,967854846
10,344,1.0,978229343
4122,1042,1.0,965359277
3894,3550,1.0,965791718
1159,480,1.0,974864430
1448,2455,1.0,976121502
4930,1408,1.0,962654156
3329,1214,1.0,967865948
1087,1906,1.0,990546371
3389,748,0.0,967515975
3163,160,0.0,968869545
3997,267,1.0,965580979
846,3701,1.0,975507711
4107,3481,1.0,965688786
4894,2085,1.0,962732483
2382,3798,1.0,974324872
3311,457,1.0,968646726
5584,2747,1.0,959278044
2167,3660,1.0,974612767
1801,1097,1.0,974698245
4344,1171,1.0,966447712
937,3802,0.0,991774175
3509,3549,0.0,967225426
6022,1079,1.0,956756011
571,849,0.0,975998392
1298,2132,1.0,974849768
3585,3296,1.0,966698042
1465,3451,1.0,974766925
4169,2651,1.0,967165120
3808,1198,1.0,965963062
3687,3836,0.0,966315349
4591,593,1.0,964307450
5853,1921,1.0,957748448
3138,1208,1.0,969049104
3475,1262,1.0,998250298
333,1580,1.0,996356996
3328,2324,1.0,967909707
5657,653,1.0,958829428
5754,1619,0.0,958275186
4102,2713,1.0,965412740
3649,1994,1.0,966457461
4473,3421,1.0,965075730
4375,3081,0.0,965186208
639,3686,1.0,975811676
438,1033,1.0,976249755
2826,2318,0.0,972600737
566,2640,0.0,976043204
1733,1788,1.0,991158331
678,1970,1.0,988638525
3564,21,1.0,966997642
543,2640,1.0,976120011
1667,2896,1.0,974711505
876,1912,1.0,975269696
5763,2231,1.0,959536580
1959,1299,1.0,976246145
2807,3070,1.0,972783410
4980,1101,1.0,963972694
976,2395,1.0,975105812
181,1093,1.0,977087397
4511,2002,1.0,964979075
291,3448,1.0,976566476
5890,2946,1.0,957469537
3607,1690,0.0,971915807
3412,587,1.0,969590041
1015,3033,0.0,975105799
4957,3635,1.0,962758389
5423,1375,0.0,960148352
1207,330,0.0,974846628
3365,2040,1.0,967664190
4055,2720,0.0,965491438
1000,2085,1.0,975041859
5111,2341,1.0,962333782
1285,3254,1.0,974876752
2304,2081,1.0,974500675
4568,590,1.0,964477288
4227,2362,0.0,965320967
752,1298,0.0,975460095
5555,2002,1.0,959461200
4682,260,1.0,963680864
6011,337,1.0,956787844
